City,Colors Reported,Shape Reported,State,Time
Scotchtown,,TRIANGLE,NY,1/12/2002 6:15
Granbury,,DISK,TX,1/12/2002 13:45
Portland,,LIGHT,OR,1/12/2002 16:10
Greenwich,,FORMATION,NY,1/12/2002 17:00
Orem,,TEARDROP,UT,1/12/2002 21:00
Phoenix,,RECTANGLE,AZ,1/12/2002 21:30
Monterey,,TRIANGLE,CA,1/12/2002 21:34
Barrington Hills,,LIGHT,IL,1/13/2002 0:30
Denver,,OTHER,CO,1/13/2002 14:30
Columbus,,,OH,1/13/2002 20:10
San Bernardino,,SPHERE,CA,1/13/2002 20:30
Jackson Heights,,SPHERE,NY,1/13/2002 22:30
Paintsville,,LIGHT,KY,1/13/2002 23:53
Paintsville,,,KY,1/14/2002 2:47
Paintsville,,DISK,KY,1/14/2002 2:47
Hyattsville,,SPHERE,MD,1/14/2002 13:00
Portland,,TRIANGLE,OR,1/14/2002 18:40
Alexandria,,FORMATION,LA,1/14/2002 19:15
Coupeville,RED,,WA,1/14/2002 20:30
Ocean City,,LIGHT,MD,1/14/2002 22:30
Kannapolis,RED,,NC,1/15/2002 0:00
Philadelphia,,DISK,PA,1/15/2002 1:00
LaPorte,,,IN,1/15/2002 7:00
St. Petersburg,,OVAL,FL,1/15/2002 7:55
Jersey City,,OTHER,NJ,1/15/2002 16:00
Jamestown,,OVAL,NC,1/15/2002 17:30
Lake Wales,,CYLINDER,FL,1/15/2002 19:00
Lake Wales,,TRIANGLE,FL,1/15/2002 19:00
Lake Buena Vista,ORANGE,LIGHT,FL,1/15/2002 19:30
Miami,,FORMATION,FL,1/15/2002 19:30
Live Oak,,DISK,FL,1/15/2002 19:35
Sarasota,,TRIANGLE,FL,1/15/2002 19:35
Port Charlotte,,FORMATION,FL,1/15/2002 19:40
Hayward,RED,LIGHT,CA,1/15/2002 20:48
Jackson,,FIREBALL,NJ,1/15/2002 21:00
Chillicothe,,,OH,1/15/2002 23:00
Naples,,LIGHT,FL,1/16/2002 0:10
North Tonawanda,,FORMATION,NY,1/16/2002 0:10
Oakland,,LIGHT,CA,1/16/2002 19:30
Tallahassee,BLUE,LIGHT,FL,1/16/2002 21:30
Fremont,,LIGHT,NH,1/16/2002 22:00
Portland,,LIGHT,OR,1/16/2002 22:05
Southwick,RED,DISK,MA,1/16/2002 22:15
Swinnomish Channel,,CIRCLE,WA,1/17/2002 16:00
Indianola,,LIGHT,IA,1/17/2002 22:00
Salem,,TRIANGLE,OR,1/17/2002 22:00
Deer Park,,LIGHT,NY,1/18/2002 21:40
Goshen,,FIREBALL,NY,1/18/2002 22:30
Antioch,ORANGE,FIREBALL,CA,1/18/2002 22:50
Long Beach,,VARIOUS,MS,1/19/2002 22:00
Hollywood Beach,,,FL,1/20/2002 14:20
Hollywood,,SPHERE,FL,1/20/2002 15:30
Shaftsbury,,OTHER,VT,1/20/2002 18:00
Doylestown,,LIGHT,PA,1/20/2002 19:30
Anchorage,RED,,AK,1/20/2002 20:00
Alexandria,,LIGHT,VA,1/20/2002 20:18
Bahama,,FIREBALL,NC,1/20/2002 20:20
Dry Fork,GREEN BLUE,LIGHT,VA,1/20/2002 20:30
Huntinton,,FIREBALL,WV,1/20/2002 23:00
Las Vegas,,VARIOUS,NV,1/20/2002 23:15
Cincinnati,,CIGAR,OH,1/21/2002 6:45
Cisco,RED,CIRCLE,TX,1/21/2002 18:00
Weare,,DISK,NH,1/21/2002 19:05
Columbia,,,MO,1/21/2002 22:30
Huntley,,RECTANGLE,MT,1/21/2002 23:00
Osceola,,FIREBALL,AR,1/21/2002 23:00
Kirkland,RED,CIRCLE,WA,1/21/2002 23:35
Kahana Beach,BLUE,CIRCLE,HI,1/22/2002 3:50
Union,,FIREBALL,MI,1/22/2002 7:30
Salisbury,,FIREBALL,MD,1/22/2002 20:00
Ruskin,,LIGHT,FL,1/22/2002 23:18
Whitman,,OTHER,MA,1/23/2002 6:56
Arlington,,LIGHT,TX,1/23/2002 18:10
Banning,,CHEVRON,CA,1/23/2002 19:10
Binghamton,,LIGHT,NY,1/24/2002 3:56
Del Mar,,DISK,CA,1/24/2002 14:00
Whitetail,,FLASH,MT,1/24/2002 17:00
Flagstaff,,TRIANGLE,AZ,1/24/2002 18:30
Fancy Prairie,,FIREBALL,IL,1/24/2002 19:45
San Francisco,,FORMATION,CA,1/24/2002 19:45
Claymont,,CIRCLE,DE,1/24/2002 20:30
Jacksonville,ORANGE,DIAMOND,IL,1/24/2002 20:30
Malvern,,TRIANGLE,AR,1/24/2002 21:30
Lebanon,,TRIANGLE,KY,1/24/2002 22:20
Elk City,,CIGAR,OK,1/25/2002 6:40
New Providence,GREEN BLUE,CYLINDER,PA,1/25/2002 17:00
Williamsport,,TRIANGLE,PA,1/25/2002 18:05
Greenwood,,SPHERE,LA,1/25/2002 19:00
Bigelow,,TRIANGLE,AR,1/25/2002 20:00
Dover,,OTHER,TN,1/25/2002 20:15
Avondale,RED,LIGHT,AZ,1/25/2002 20:45
Reseda,,,CA,1/25/2002 21:00
Kahana Beach,BLUE,CIRCLE,HI,1/26/2002 3:50
Ithaca,,CYLINDER,NY,1/26/2002 15:30
Antioch,,FIREBALL,CA,1/26/2002 18:52
Cape Girardeau,,CIRCLE,MO,1/26/2002 21:45
Sheffield Lake,,VARIOUS,OH,1/26/2002 22:40
Olney,,DIAMOND,MD,1/27/2002 12:45
Springfield,,CIRCLE,VA,1/27/2002 14:00
Pontotoc,,TRIANGLE,MS,1/27/2002 19:10
Northampton,,LIGHT,MA,1/27/2002 22:00
Sumner,,CIRCLE,GA,1/28/2002 18:45
Buffalo Grove,,,IL,1/28/2002 23:00
Jacksonville,RED,CIRCLE,FL,1/28/2002 23:03
Antioch,,FORMATION,CA,1/29/2002 22:00
Roachdale,,DISK,IN,1/29/2002 22:17
Navajo,,TRIANGLE,NM,1/30/2002 1:42
Bolingbrook,,OVAL,IL,1/30/2002 3:30
Fortuna,ORANGE,CIRCLE,CA,1/30/2002 21:50
Lake Placid,,LIGHT,FL,1/30/2002 22:45
Jewell Valley,,,CA,1/31/2002 5:30
Monterey,RED,,CA,1/31/2002 6:07
Cincinnati,,CROSS,OH,1/31/2002 21:00
Houston,,LIGHT,TX,1/31/2002 21:45
Oklahoma City,,CONE,OK,1/31/2002 21:48
Reagan,BLUE,LIGHT,TX,1/31/2002 21:48
Plano,BLUE,LIGHT,TX,1/31/2002 21:50
North Richland Hills,,SPHERE,TX,1/31/2002 21:55
Helotes,,SPHERE,TX,1/31/2002 21:57
Frisco,,,TX,1/31/2002 22:00
Irving,,DIAMOND,TX,1/31/2002 22:00
Avila Beach,,CIGAR,CA,2/1/2002 7:00
Ripon,,TRIANGLE,CA,2/1/2002 18:00
Elkton,,LIGHT,MD,2/1/2002 21:00
Sunrise,,LIGHT,FL,2/1/2002 21:40
Fitchville,,OVAL,CT,2/1/2002 22:30
Martinsville,,TRIANGLE,IL,2/2/2002 0:00
Spring Grove,,FLASH,PA,2/2/2002 0:15
Mineville,,TRIANGLE,NY,2/2/2002 2:02
Clermont,,LIGHT,FL,2/2/2002 2:53
Seattle,ORANGE,SPHERE,WA,2/2/2002 3:30
Kansas City,,LIGHT,MO,2/2/2002 5:24
Eau claire,,CIRCLE,WI,2/2/2002 6:05
Frost Proof,YELLOW,LIGHT,FL,2/2/2002 9:30
Schuyler Falls,,EGG,NY,2/2/2002 18:10
Maysville,,CHEVRON,KY,2/2/2002 19:00
Pegram,,LIGHT,TN,2/2/2002 19:00
Spokane,,LIGHT,WA,2/2/2002 20:30
Lake Wales,,EGG,FL,2/2/2002 21:00
Melbourne,RED ORANGE,LIGHT,FL,2/2/2002 21:15
Moore Haven,,LIGHT,FL,2/2/2002 21:35
Moore Haven,,FIREBALL,FL,2/2/2002 22:00
St. Cloud,,FORMATION,FL,2/2/2002 22:00
Yeehaw Junction,,FORMATION,FL,2/2/2002 22:00
Yeehaw Junction,,FIREBALL,FL,2/2/2002 22:30
Urbana,,LIGHT,IL,2/2/2002 23:35
Urbana,,LIGHT,IL,2/2/2002 23:35
Urbana,ORANGE,CIRCLE,IL,2/2/2002 23:40
Champaign,ORANGE,LIGHT,IL,2/2/2002 23:45
Penobscot,,LIGHT,ME,2/3/2002 0:00
Baltimore,,CIRCLE,MD,2/3/2002 4:00
Eagle Rock,GREEN,OTHER,CA,2/3/2002 4:00
Los Angeles,,,CA,2/3/2002 16:32
Phoenix,BLUE,OTHER,AZ,2/3/2002 18:15
Talkeetna,BLUE,LIGHT,AK,2/4/2002 2:55
Downey,,CIRCLE,CA,2/4/2002 18:00
DeSoto,,TRIANGLE,KS,2/4/2002 18:35
Deland,,TRIANGLE,FL,2/4/2002 19:00
Lupton,RED,LIGHT,MI,2/4/2002 19:00
Orlando,,LIGHT,FL,2/4/2002 19:30
Spokane,,LIGHT,WA,2/4/2002 19:30
Walsenburg,,CYLINDER,CO,2/4/2002 21:00
Okeechobee,,CIRCLE,FL,2/4/2002 21:18
Loveland,,TRIANGLE,OH,2/4/2002 21:30
Ignacio,,FIREBALL,CO,2/4/2002 22:00
Eagle Point,,LIGHT,OR,2/5/2002 20:09
Gaylord,,RECTANGLE,MI,2/5/2002 20:35
Fairbanks,,FIREBALL,AK,2/6/2002 0:30
North Pole,,OTHER,AK,2/6/2002 0:35
Nashville,,DISK,TN,2/6/2002 5:00
Temecula,,FORMATION,CA,2/6/2002 18:45
Irmo,RED,TRIANGLE,SC,2/6/2002 21:00
St. Cloud,,LIGHT,FL,2/6/2002 22:00
Vicksburg,,VARIOUS,AZ,2/6/2002 23:00
Abilene,,LIGHT,TX,2/7/2002 19:40
Racine,RED,TRIANGLE,WI,2/7/2002 20:00
Fountain,,TRIANGLE,CO,2/7/2002 21:00
Mountville,,LIGHT,PA,2/8/2002 0:23
Beloit,,VARIOUS,WI,2/8/2002 5:30
Dix,,DIAMOND,IL,2/8/2002 16:37
Big Spring,,LIGHT,TX,2/8/2002 18:00
Portland,,DISK,OR,2/8/2002 19:00
Leipsic,,LIGHT,OH,2/8/2002 19:35
Las Cruces,,LIGHT,NM,2/8/2002 22:55
Renton,,FIREBALL,WA,2/8/2002 23:20
Breese,,LIGHT,IL,2/9/2002 1:19
Belleville,,FORMATION,MI,2/9/2002 2:50
Charlotte,,LIGHT,NC,2/9/2002 5:55
Barrington,,FIREBALL,RI,2/9/2002 13:30
Plymouth,,CYLINDER,MA,2/9/2002 14:00
Springfield,,FIREBALL,MA,2/9/2002 14:00
Napa,,CIGAR,CA,2/9/2002 15:30
Boulder,,OVAL,MT,2/9/2002 19:45
Cheyenne,,FIREBALL,WY,2/9/2002 20:30
can't say,,LIGHT,PA,2/9/2002 21:00
Olympia,,DISK,WA,2/9/2002 21:15
San Diego,,CIRCLE,CA,2/9/2002 23:20
Lancaster,YELLOW,DISK,CA,2/10/2002 13:00
Connecticut,,,CT,2/10/2002 14:30
Dove Creek,,OTHER,CO,2/10/2002 22:30
Lancaster,,DISK,CA,2/10/2002 23:00
Fort Worth,,FIREBALL,TX,2/10/2002 23:59
Crown Point,,,IN,2/11/2002 0:01
Covina,,OTHER,CA,2/11/2002 3:45
Brookston,ORANGE BLUE,,TX,2/11/2002 19:30
Portland,RED,DISK,OR,2/11/2002 20:30
Seattle,,FIREBALL,WA,2/11/2002 22:10
Milton,,CYLINDER,WV,2/11/2002 23:50
Sniders Crossroads,,,SC,2/12/2002 1:00
Las Vegas,,LIGHT,NV,2/12/2002 5:56
San Antonio,,DISK,TX,2/12/2002 7:15
Wheat Ridge,,OTHER,CO,2/12/2002 17:45
"SE Oregon, NW Nevada or NE California border.",,LIGHT,OR,2/12/2002 19:45
Post Falls,,LIGHT,ID,2/12/2002 19:50
Lorain,,DISK,OH,2/12/2002 20:00
Concord,,LIGHT,NC,2/12/2002 20:08
Astoria,,LIGHT,NY,2/12/2002 22:12
Lewisburg,,OVAL,TN,2/13/2002 1:00
Bridgewater,BLUE,SPHERE,NJ,2/13/2002 1:53
Ashgrove,,DISK,MO,2/13/2002 10:57
Sandstone,,RECTANGLE,MN,2/13/2002 13:45
Heniker,,DISK,NH,2/13/2002 14:50
Hopkins,,FIREBALL,MI,2/13/2002 20:00
Phoenix area,ORANGE,OVAL,AZ,2/13/2002 20:00
Howell,,FIREBALL,MI,2/13/2002 20:03
Baltimore County,,LIGHT,MD,2/13/2002 21:00
Canby,,LIGHT,OR,2/13/2002 21:12
Webberville,,LIGHT,MI,2/13/2002 23:00
Houston,,,TX,2/14/2002 1:00
Havana,,LIGHT,FL,2/14/2002 6:35
Roundhead,,SPHERE,OH,2/14/2002 16:10
Merlin,,CIRCLE,OR,2/14/2002 19:15
Merlin,,SPHERE,OR,2/14/2002 19:15
Wooster,,DISK,OH,2/14/2002 21:00
Phoenix,,LIGHT,AZ,2/14/2002 21:30
Surprise,,OVAL,AZ,2/14/2002 21:30
Oxnard,,DISK,CA,2/14/2002 22:35
Salt Lake City,,TRIANGLE,UT,2/15/2002 3:00
Elizabethton,,,TN,2/15/2002 7:15
Everett,,,WA,2/15/2002 13:10
Las Vegas,,,NV,2/15/2002 16:06
New Port Richey,,CIRCLE,FL,2/15/2002 19:00
Maltby,RED BLUE,LIGHT,WA,2/15/2002 20:00
Pinehurst,,CIRCLE,TX,2/15/2002 20:30
Minneapolis,,LIGHT,MN,2/15/2002 21:05
Buckeye,,SPHERE,AZ,2/15/2002 22:00
Franklin,,LIGHT,TX,2/15/2002 22:00
Slatington,,CIRCLE,PA,2/15/2002 23:00
University Park,,CONE,PA,2/15/2002 23:00
Statesville,,SPHERE,NC,2/16/2002 9:30
Panama City,,OVAL,FL,2/16/2002 15:00
Arlington,,LIGHT,TX,2/16/2002 17:50
Woburn,,TRIANGLE,MA,2/16/2002 18:00
Comstock,,FIREBALL,NE,2/16/2002 18:35
Byron,,LIGHT,IL,2/16/2002 19:56
Bee Branch,,CIRCLE,AR,2/16/2002 20:30
Westland,,OTHER,MI,2/16/2002 21:18
Apache Junction,,,AZ,2/16/2002 21:30
Arco,,SPHERE,ID,2/16/2002 21:30
Klamath Falls,,FORMATION,OR,2/17/2002 0:40
,,OTHER,KS,2/17/2002 4:16
Lavonia,,,GA,2/17/2002 16:00
Frederick,,DISK,MD,2/17/2002 21:00
Dry Ridge,,,KY,2/17/2002 22:00
Moses Lake,ORANGE,LIGHT,WA,2/17/2002 22:20
Conyers,,DISK,GA,2/17/2002 22:30
Troy,,TRIANGLE,OH,2/17/2002 22:30
Sioux Falls,,TRIANGLE,SD,2/18/2002 1:00
Burnsville,RED,FORMATION,MN,2/18/2002 4:16
Naples,,FLASH,FL,2/18/2002 19:38
Orange County,,LIGHT,CA,2/18/2002 19:55
Cape Coral,RED,SPHERE,FL,2/18/2002 22:00
Anaheim,,DISK,CA,2/18/2002 22:15
Elcho,,CIRCLE,WI,2/19/2002 1:00
Ceres,,RECTANGLE,CA,2/19/2002 2:00
Boston,,LIGHT,MA,2/19/2002 8:40
Golden,,OTHER,CO,2/19/2002 14:10
Mobile,,TRIANGLE,AL,2/19/2002 17:00
Durham,,LIGHT,NH,2/20/2002 1:00
Tucson,,DISK,AZ,2/20/2002 1:00
Vestaburg,,,MI,2/20/2002 3:30
Hollywood,,SPHERE,FL,2/20/2002 14:30
Boston,,LIGHT,MA,2/20/2002 19:25
Bossier City,,OVAL,LA,2/20/2002 20:00
Geneva,,SPHERE,GA,2/20/2002 20:00
Elm Grove,,TRIANGLE,LA,2/20/2002 21:45
Hickson,,DIAMOND,ND,2/20/2002 22:15
Saltsburg,,TRIANGLE,PA,2/21/2002 1:07
Salt Lake City,,SPHERE,UT,2/21/2002 14:13
Erie,,,PA,2/21/2002 21:00
Datil,,LIGHT,NM,2/21/2002 21:30
Copiague,,CIRCLE,NY,2/21/2002 23:48
Clackamas,,OTHER,OR,2/22/2002 0:30
Wenatchee,BLUE,FLASH,WA,2/22/2002 1:30
Front Royal,,EGG,VA,2/22/2002 10:00
Phoenix,,EGG,AZ,2/22/2002 14:00
Ottawa,,OTHER,IL,2/22/2002 15:00
Belleville,BLUE,CYLINDER,IL,2/22/2002 23:00
Santa Monica Mountains,,,CA,2/23/2002 0:30
Phoenix,,EGG,AZ,2/23/2002 14:00
Lynbrook,,OVAL,NY,2/23/2002 14:15
Stewartstown,,FIREBALL,PA,2/23/2002 20:30
Columbia,GREEN,RECTANGLE,MD,2/23/2002 21:02
Leonardtown,GREEN,SPHERE,MD,2/23/2002 21:03
Washington Township,GREEN BLUE,FIREBALL,NJ,2/23/2002 21:05
Weems,,OVAL,VA,2/23/2002 21:11
Little Falls,,CIGAR,NJ,2/24/2002 7:30
Marion County,,OTHER,AL,2/24/2002 16:00
Springdale,,TRIANGLE,UT,2/24/2002 17:30
Putney,,TRIANGLE,VT,2/24/2002 19:00
Pacific Palasades,,RECTANGLE,CA,2/24/2002 19:30
Fairfax,,CHEVRON,VA,2/24/2002 19:45
Wilcox,,OVAL,AZ,2/24/2002 20:20
Sunnyvale,,TRIANGLE,CA,2/24/2002 20:48
Central City,,OTHER,NE,2/24/2002 21:00
Placentia,,VARIOUS,CA,2/24/2002 21:30
Washington Township,,,NJ,2/24/2002 22:08
Bellevue,,VARIOUS,WA,2/24/2002 23:00
Hermitage,GREEN,RECTANGLE,PA,2/24/2002 23:00
Issaquah,RED,TRIANGLE,WA,2/24/2002 23:00
Touchet,,LIGHT,WA,2/25/2002 2:30
Weiser,,CONE,ID,2/25/2002 8:23
Weiser,,CONE,ID,2/25/2002 8:24
Phoenix,,OTHER,AZ,2/25/2002 11:35
Grass Valley,,SPHERE,CA,2/25/2002 12:00
Cedar Rapids,,OVAL,IA,2/25/2002 21:00
Cedar Rapids,,OVAL,IA,2/25/2002 21:00
Phoenix,,,AZ,2/25/2002 21:30
Knoxville,,,TN,2/26/2002 5:00
Wayne,,TEARDROP,NE,2/26/2002 14:00
Brigantine,,LIGHT,NJ,2/26/2002 20:00
San Bernardino,,FIREBALL,CA,2/26/2002 20:05
Los Angeles,,SPHERE,CA,2/27/2002 0:06
Unityville,BLUE,,PA,2/27/2002 4:00
Rockford,,DISK,IL,2/27/2002 19:00
Denton,RED,,TX,2/28/2002 3:00
Chicago,,SPHERE,IL,2/28/2002 12:00
New Berlin,RED,TRIANGLE,WI,2/28/2002 18:27
Hillsboro,YELLOW,OVAL,OH,2/28/2002 20:00
Chicago,,DISK,IL,2/28/2002 23:59
Keller,,,TX,3/1/2002 0:30
Oceanside,,,NY,3/1/2002 0:38
Greensboro,GREEN,LIGHT,NC,3/1/2002 1:30
Naples,,TRIANGLE,FL,3/1/2002 6:15
Palmetto,,FIREBALL,GA,3/1/2002 6:30
Pensacola,,DISK,FL,3/1/2002 13:00
New Orleans,,SPHERE,LA,3/1/2002 17:00
Edmonds,,LIGHT,WA,3/1/2002 18:00
I-84 Westbound,,TRIANGLE,MA,3/1/2002 19:00
Harpswell,,CIGAR,ME,3/1/2002 23:30
Whitestone,,TEARDROP,NY,3/2/2002 19:15
Malta,ORANGE,FIREBALL,MT,3/2/2002 20:20
Redwood Valley,RED,,CA,3/2/2002 22:30
El Segundo,,SPHERE,CA,3/3/2002 12:00
Hingham,,LIGHT,MA,3/4/2002 21:44
Cleveland,,VARIOUS,OH,3/4/2002 22:00
Marblehead,,FIREBALL,MA,3/4/2002 22:10
Quakertown,,LIGHT,PA,3/4/2002 23:05
Los Angeles,,VARIOUS,CA,3/5/2002 15:00
Marion,,RECTANGLE,VA,3/5/2002 20:10
Valley Mills,,FIREBALL,TX,3/6/2002 3:30
Wimberley,,,TX,3/6/2002 7:50
Des Moines,,OVAL,IA,3/6/2002 10:05
Burney,,EGG,CA,3/6/2002 23:50
Tempe,,CIRCLE,AZ,3/7/2002 7:40
Vanceburg,RED,LIGHT,KY,3/7/2002 8:30
Roellen-Dyersburg area,GREEN,,TN,3/7/2002 9:30
Pensacola,,,FL,3/7/2002 14:34
Dublin,,CIRCLE,NC,3/7/2002 18:00
West Hartford,,FLASH,CT,3/7/2002 20:15
Harrisburg,RED,VARIOUS,PA,3/7/2002 22:00
Annapolis,,TRIANGLE,MD,3/8/2002 23:49
Ashgrove,,,MO,3/9/2002 2:00
Syracuse,,FIREBALL,NY,3/9/2002 3:25
Anchorage,,TRIANGLE,AK,3/9/2002 8:30
Glenwood,YELLOW,FLASH,NM,3/9/2002 16:00
Las Vegas,,CIRCLE,NV,3/10/2002 0:00
Lawton,,FORMATION,OK,3/10/2002 1:30
Chesapeake,,OTHER,VA,3/10/2002 2:00
Aberdeen,,TRIANGLE,MD,3/10/2002 3:00
Michigan City,,FIREBALL,IN,3/10/2002 19:20
Rialto,,CIRCLE,CA,3/11/2002 0:00
New York City,,DIAMOND,NY,3/11/2002 11:30
Sacramento,,OTHER,CA,3/11/2002 12:00
Rockford,,DIAMOND,IL,3/11/2002 19:00
Sebastian,,TRIANGLE,FL,3/11/2002 19:30
Sebastian,,TRIANGLE,FL,3/11/2002 19:30
Rockford,,TRIANGLE,IL,3/11/2002 21:02
Des Moines,,TEARDROP,IA,3/11/2002 22:00
Gilroy,BLUE,OTHER,CA,3/12/2002 15:00
Phoenix,,LIGHT,AZ,3/12/2002 20:15
Chama,,CONE,NM,3/13/2002 20:00
Gila Bend,,CIRCLE,AZ,3/13/2002 20:00
Richardson,,OVAL,TX,3/13/2002 21:00
Dawsonville,,LIGHT,GA,3/13/2002 22:55
Hartland,,CIRCLE,ME,3/14/2002 0:00
Wanaque,,OTHER,NJ,3/14/2002 14:56
Flagstaff,,LIGHT,AZ,3/14/2002 19:00
Cleburne,,DISK,TX,3/14/2002 20:30
Lake Forest,,,IL,3/14/2002 22:45
Bokeelia,,,FL,3/15/2002 0:00
Pensacola,,DISK,FL,3/15/2002 13:00
Bokeelia,,OVAL,FL,3/15/2002 16:00
Ponca City,,VARIOUS,OK,3/15/2002 17:30
La Quinta,,OTHER,CA,3/15/2002 18:00
Las Vegas,,CIRCLE,NV,3/15/2002 18:00
Prescott,,OTHER,AZ,3/15/2002 18:00
Las Vegas,,LIGHT,NV,3/15/2002 18:15
Los Angeles,,FIREBALL,CA,3/15/2002 18:25
Grand Canyon,,TRIANGLE,AZ,3/15/2002 18:30
Sunnyvale,,,CA,3/15/2002 18:30
Kingman,,CYLINDER,AZ,3/15/2002 19:00
Lehi,RED,VARIOUS,UT,3/15/2002 19:00
Glendale,,CIRCLE,AZ,3/15/2002 19:15
Phoenix,,FIREBALL,AZ,3/15/2002 19:17
Yuma,,LIGHT,AZ,3/15/2002 19:30
Clayton,,LIGHT,NJ,3/15/2002 19:50
Gallup,,LIGHT,NM,3/15/2002 20:30
Midland,,OVAL,TX,3/15/2002 20:45
Old Hickory,,DIAMOND,TN,3/15/2002 20:45
Manchester,,OTHER,PA,3/15/2002 21:00
Cape Coral,RED,OVAL,FL,3/15/2002 21:15
Lakeland,,EGG,FL,3/15/2002 22:45
Levittown,,DISK,NY,3/16/2002 3:30
Slidell,,TEARDROP,LA,3/16/2002 14:00
Granville,,,NY,3/16/2002 19:10
Rolfe,,,IA,3/16/2002 20:20
Grand Rapids,,CHEVRON,MI,3/16/2002 20:30
Lake Worth,,FORMATION,FL,3/16/2002 22:00
Globe,,EGG,AZ,3/17/2002 0:15
Cleveland,GREEN,EGG,OH,3/17/2002 1:47
Walla Walla,,LIGHT,WA,3/17/2002 1:55
Eastchester,,DIAMOND,NY,3/17/2002 11:20
Eastchester,,DIAMOND,NY,3/17/2002 11:33
Shoreline,,OTHER,WA,3/17/2002 18:30
Algona,GREEN,FIREBALL,WA,3/17/2002 18:34
Richmond,,LIGHT,RI,3/17/2002 20:30
San Jose,,FLASH,CA,3/17/2002 22:00
Edison,YELLOW,FLASH,NJ,3/18/2002 3:00
Santa Monica,,CYLINDER,CA,3/18/2002 16:22
Santa Monica,,CYLINDER,CA,3/18/2002 16:22
Travis County,,TRIANGLE,TX,3/18/2002 20:34
Bloomington,,SPHERE,TX,3/18/2002 22:00
Mountain View,GREEN,FLASH,CA,3/18/2002 22:00
Waterford,RED,TRIANGLE,MI,3/19/2002 8:05
Dallas,,SPHERE,TX,3/19/2002 13:00
Nashville,,DISK,TN,3/19/2002 14:00
Franklin,,CHEVRON,TN,3/19/2002 14:06
Pacifica,,FIREBALL,CA,3/19/2002 19:30
Hayward,,FIREBALL,CA,3/19/2002 19:32
Doylestown,,DISK,PA,3/20/2002 1:00
San Bernardino,,LIGHT,CA,3/20/2002 6:15
Cincinnati,,SPHERE,OH,3/20/2002 17:40
Phoenix,,OTHER,AZ,3/20/2002 19:35
Phoenix,,CIRCLE,AZ,3/20/2002 20:50
Sherman,,,TX,3/20/2002 22:00
Sherman,,,TX,3/20/2002 22:00
Quartzite,,OTHER,AZ,3/20/2002 23:30
Oviedo,,SPHERE,FL,3/21/2002 0:00
Belleville,,CIRCLE,MI,3/21/2002 17:35
Los Angeles,,OVAL,CA,3/21/2002 19:10
San Anselmo,,CHEVRON,CA,3/21/2002 20:26
Spokane,,,WA,3/21/2002 22:30
Greenfield,,,IL,3/21/2002 23:12
Olympia,,DISK,WA,3/22/2002 16:20
Wheaton,,VARIOUS,IL,3/22/2002 18:30
Oxnard,,LIGHT,CA,3/22/2002 23:00
Nashville,,CIRCLE,TN,3/23/2002 2:32
Allegany,,VARIOUS,NY,3/23/2002 11:07
Thomasville,,LIGHT,GA,3/23/2002 16:00
Gilbert,,CIRCLE,AZ,3/23/2002 17:06
Harmony,RED ORANGE,FIREBALL,MN,3/23/2002 21:45
Colorado,,,CO,3/23/2002 23:00
Fountain,,CHEVRON,CO,3/25/2002 9:00
El Cerrito,,LIGHT,CA,3/25/2002 22:20
Naples,,TRIANGLE,ME,3/26/2002 19:22
Lincoln,,VARIOUS,NE,3/26/2002 20:47
Borger,,CIRCLE,TX,3/26/2002 23:30
Cedar Rapids,,SPHERE,IA,3/27/2002 15:00
Hamden,,CIRCLE,CT,3/28/2002 1:35
Wanaque,YELLOW,OTHER,NJ,3/28/2002 14:00
St. Louis,,DIAMOND,MO,3/28/2002 17:30
Rocklin,,LIGHT,CA,3/28/2002 18:47
Gorham,,LIGHT,NH,3/28/2002 18:54
Woburn,,CHEVRON,MA,3/28/2002 21:20
Apple Valley,,CHEVRON,CA,3/29/2002 15:00
Last Chance,,EGG,CO,3/29/2002 17:45
Bayfield,,CIRCLE,CO,3/29/2002 19:00
Farmersville,,LIGHT,CA,3/29/2002 19:00
Salem,,TRIANGLE,OR,3/29/2002 19:20
Bakersfield,,DIAMOND,CA,3/29/2002 21:00
Bakersfield,,TRIANGLE,CA,3/29/2002 21:30
Martinez Lake,,SPHERE,AZ,3/30/2002 14:30
Martinez Lake,,SPHERE,CA,3/30/2002 14:30
Jacksonville,,VARIOUS,FL,3/30/2002 19:50
Comstock,,OTHER,TX,3/30/2002 20:30
Texarkana,BLUE,CIRCLE,TX,3/30/2002 21:00
Salome,,CYLINDER,AZ,3/30/2002 22:00
San Bernardino,,OVAL,CA,3/30/2002 22:25
Gresham,RED,LIGHT,OR,3/30/2002 23:00
Boulder,,OVAL,CO,3/31/2002 17:30
San Dimas,,DISK,CA,3/31/2002 18:31
Windsor,,FIREBALL,CA,3/31/2002 21:45
Lake Havasu City,,LIGHT,AZ,4/1/2002 1:30
Columbia,,SPHERE,MO,4/1/2002 10:50
Columbia,,SPHERE,MO,4/1/2002 10:50
Flora Vista,,TRIANGLE,NM,4/1/2002 12:00
Jacksonville,,SPHERE,FL,4/1/2002 15:00
Seattle,,RECTANGLE,WA,4/1/2002 15:00
Beaver Falls,,LIGHT,PA,4/1/2002 19:45
Coatesville,,CIRCLE,PA,4/1/2002 20:00
Sneads Ferry,,RECTANGLE,NC,4/1/2002 22:00
Lincoln County,,LIGHT,NM,4/1/2002 23:00
